order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
26857,2902,2023-04-13,15,4,107.44,429.76,Pending,
26858,7059,2024-03-12,186,7,69.72,488.04,Pending,
26859,6975,2025-12-23,213,2,408.43,816.86,Completed,2025-12-28
26860,6984,2024-05-29,174,9,150.27,1352.43,Completed,2024-06-01
26861,7882,2023-09-01,281,5,74.31,371.55,Cancelled,
26862,3919,2024-12-20,423,3,32.19,96.57,Completed,2024-12-24
26863,9808,2024-09-07,266,1,96.42,96.42,Completed,2024-09-12
26864,8580,2025-01-23,337,8,1466.05,11728.4,Pending,
26865,4667,2025-09-08,385,7,237.38,1661.66,Pending,
26866,474,2024-04-18,438,3,166.91,500.73,Cancelled,
26867,417,2025-06-18,285,7,516.8,3617.6,Completed,2025-06-19
26868,4703,2025-04-23,156,7,57.48,402.36,Completed,2025-04-25
26869,293,2024-10-06,402,3,181.98,545.94,Completed,2024-10-09
26870,9475,2023-11-11,71,7,106.59,746.13,Completed,2023-11-15
26871,4217,2024-02-20,19,9,567.67,5109.03,Completed,2024-02-21
26872,4183,2024-12-27,340,3,68.45,205.35,Pending,
26873,5252,2025-04-10,424,7,39.56,276.92,Completed,2025-04-15
26874,9823,2025-09-14,127,10,62.43,624.3,Completed,2025-09-16
26875,5970,2025-08-29,182,5,178.34,891.7,Pending,
26876,7113,2024-02-10,420,10,66.49,664.9,Cancelled,
26877,5589,2024-05-09,269,9,84.36,759.24,Completed,2024-05-12
26878,4092,2025-05-15,370,10,106.66,1066.6,Pending,
26879,884,2024-10-08,483,6,731.01,4386.06,Pending,
26880,6826,2023-12-18,208,10,39.28,392.8,Completed,2023-12-23
26881,4989,2025-07-29,194,10,95.04,950.4,Completed,2025-07-31
26882,9469,2023-12-06,93,8,197.61,1580.88,Cancelled,
26883,1388,2024-08-19,31,4,29.63,118.52,Pending,
26884,8493,2025-09-18,169,1,1064.53,1064.53,Completed,2025-09-20
26885,6707,2023-09-25,427,10,694.52,6945.2,Completed,2023-09-29
26886,1952,2023-06-16,280,3,73.84,221.52,Completed,2023-06-21
26887,5182,2023-11-02,52,4,46.55,186.2,Cancelled,
26888,8159,2023-01-08,234,10,85.36,853.6,Completed,2023-01-12
26889,7051,2024-07-27,393,6,956.12,5736.72,Completed,2024-07-28
26890,2273,2024-01-11,295,7,140.82,985.74,Completed,2024-01-16
26891,6904,2024-09-04,308,6,68.43,410.58,Pending,
26892,999,2024-08-04,472,7,71.04,497.28,Pending,
26893,1399,2024-02-16,417,7,1782.31,12476.17,Completed,2024-02-18
26894,4034,2023-10-04,467,4,459.15,1836.6,Completed,2023-10-09
26895,615,2023-11-16,111,8,112.35,898.8,Completed,2023-11-18
26896,5923,2025-12-17,287,7,61.83,432.81,Completed,2025-12-19
26897,1832,2025-10-09,383,9,114.33,1028.97,Completed,2025-10-11
26898,3124,2024-10-19,140,4,63.26,253.04,Pending,
26899,5918,2023-04-28,165,5,394.94,1974.7,Completed,2023-04-30
26900,8472,2025-05-21,66,8,57.13,457.04,Pending,
26901,1401,2025-04-04,10,3,25.29,75.87,Pending,
26902,3261,2025-05-21,26,10,81.13,811.3,Cancelled,
26903,4311,2025-01-30,29,8,23.4,187.2,Completed,2025-02-04
26904,1204,2025-05-15,87,5,17.45,87.25,Completed,2025-05-20
26905,1986,2025-06-20,447,9,132.7,1194.3,Cancelled,
26906,4987,2023-04-23,253,9,205.13,1846.17,Completed,2023-04-28
26907,3888,2024-06-24,433,2,234.54,469.08,Completed,2024-06-27
26908,6337,2024-07-05,41,10,1188.99,11889.9,Completed,2024-07-08
26909,8705,2024-06-24,330,7,26.78,187.46,Pending,
26910,2761,2024-12-22,42,2,112.71,225.42,Completed,2024-12-25
26911,1725,2025-05-09,305,10,1808.2,18082.0,Cancelled,
26912,8949,2023-05-25,313,9,1886.0,16974.0,Completed,2023-05-29
26913,3493,2025-08-30,461,7,264.34,1850.38,Completed,2025-08-31
26914,615,2024-07-01,94,7,154.39,1080.73,Cancelled,
26915,9194,2023-10-28,336,4,32.5,130.0,Completed,2023-10-30
26916,5961,2024-11-13,203,6,695.04,4170.24,Completed,2024-11-18
26917,9724,2025-11-14,389,7,96.65,676.55,Completed,2025-11-18
26918,8420,2024-03-10,136,7,66.54,465.78,Pending,
26919,6300,2025-05-11,162,3,89.5,268.5,Pending,
26920,8106,2024-10-08,227,2,117.88,235.76,Pending,
26921,1366,2025-07-30,394,9,63.97,575.73,Pending,
26922,6513,2025-02-06,409,9,385.31,3467.79,Completed,2025-02-07
26923,1608,2025-10-19,117,7,358.14,2506.98,Completed,2025-10-24
26924,421,2025-11-10,416,4,23.54,94.16,Cancelled,
26925,8252,2025-05-10,30,9,87.44,786.96,Completed,2025-05-13
26926,809,2025-03-18,5,4,389.88,1559.52,Pending,
26927,158,2025-01-23,195,1,94.72,94.72,Pending,
26928,4819,2025-07-07,133,7,496.99,3478.93,Completed,2025-07-09
26929,3705,2023-11-04,106,1,91.96,91.96,Completed,2023-11-07
26930,9451,2024-08-01,312,2,58.2,116.4,Completed,2024-08-05
26931,6857,2023-12-21,283,6,323.27,1939.62,Pending,
26932,784,2025-01-04,247,10,63.97,639.7,Pending,
26933,1521,2025-09-11,485,1,519.84,519.84,Completed,2025-09-16
26934,8527,2023-07-11,482,3,29.88,89.64,Completed,2023-07-15
26935,7964,2023-01-23,373,6,91.42,548.52,Pending,
26936,8131,2025-12-13,186,4,69.72,278.88,Completed,2025-12-18
26937,2715,2023-05-25,394,4,63.97,255.88,Pending,
26938,9539,2025-08-12,311,7,50.04,350.28,Completed,2025-08-15
26939,4804,2023-11-16,62,8,62.34,498.72,Pending,
26940,1515,2025-08-28,214,5,156.86,784.3,Cancelled,
26941,8775,2025-06-06,164,5,47.43,237.15,Completed,2025-06-09
26942,1048,2023-02-23,275,7,244.27,1709.89,Pending,
26943,1206,2023-11-06,247,2,63.97,127.94,Completed,2023-11-09
26944,3793,2024-01-12,60,8,79.43,635.44,Cancelled,
26945,8234,2025-12-02,228,2,20.15,40.3,Pending,
26946,5184,2023-08-17,248,2,12.84,25.68,Cancelled,
26947,1532,2025-11-22,156,5,57.48,287.4,Pending,
26948,8580,2024-04-13,174,8,150.27,1202.16,Completed,2024-04-14
26949,5182,2025-04-30,248,9,12.84,115.56,Pending,
26950,9206,2024-09-12,104,3,14.78,44.34,Pending,
26951,6058,2024-06-17,461,6,264.34,1586.04,Cancelled,
26952,3202,2025-02-08,215,4,14.95,59.8,Pending,
26953,1263,2023-02-21,407,5,104.08,520.4,Completed,2023-02-24
26954,8235,2023-05-03,372,8,74.97,599.76,Completed,2023-05-05
26955,1005,2024-05-26,144,3,61.07,183.21,Completed,2024-05-30
26956,8375,2025-06-20,500,7,52.33,366.31,Pending,
26957,7502,2025-03-13,359,8,129.27,1034.16,Pending,
26958,4123,2024-04-12,428,6,35.65,213.9,Completed,2024-04-16
26959,5746,2024-12-05,246,4,128.09,512.36,Completed,2024-12-09
26960,4578,2024-06-14,487,4,142.29,569.16,Completed,2024-06-19
26961,403,2024-06-23,397,2,90.95,181.9,Completed,2024-06-26
26962,8818,2023-03-22,148,5,16.64,83.2,Cancelled,
26963,7600,2023-01-20,453,4,317.07,1268.28,Completed,2023-01-21
26964,8770,2024-12-14,348,7,55.06,385.42,Completed,2024-12-18
26965,5840,2025-05-29,43,3,271.93,815.79,Completed,2025-05-31
26966,9611,2025-03-01,396,8,66.73,533.84,Cancelled,
26967,619,2025-06-06,138,5,167.78,838.9,Completed,2025-06-08
26968,6121,2025-08-28,122,10,35.61,356.1,Completed,2025-08-30
26969,9109,2024-03-09,276,4,6.36,25.44,Completed,2024-03-14
26970,4868,2023-08-28,316,7,23.39,163.73,Completed,2023-08-29
26971,4697,2025-02-21,492,6,42.32,253.92,Completed,2025-02-24
26972,8268,2023-11-28,73,7,305.55,2138.85,Completed,2023-11-30
26973,3590,2025-07-26,30,7,87.44,612.08,Completed,2025-07-31
26974,807,2023-05-02,474,6,243.37,1460.22,Pending,
26975,2729,2025-04-27,1,8,1559.21,12473.68,Pending,
26976,8724,2025-02-25,474,6,243.37,1460.22,Completed,2025-02-28
26977,3063,2023-07-08,67,4,166.79,667.16,Cancelled,
26978,2166,2025-08-15,79,8,140.49,1123.92,Completed,2025-08-16
26979,4349,2023-10-17,121,4,1865.91,7463.64,Pending,
26980,4696,2025-08-04,347,9,358.76,3228.84,Pending,
26981,9461,2023-09-03,429,9,556.79,5011.11,Pending,
26982,6863,2025-07-01,489,2,1323.72,2647.44,Completed,2025-07-04
26983,7806,2023-06-24,113,10,235.43,2354.3,Cancelled,
26984,279,2023-06-07,37,1,66.87,66.87,Completed,2023-06-08
26985,8580,2023-05-29,185,5,402.8,2014.0,Cancelled,
26986,3906,2025-08-12,395,10,79.75,797.5,Cancelled,
26987,940,2023-10-19,196,6,52.31,313.86,Cancelled,
26988,2929,2023-06-28,253,1,205.13,205.13,Completed,2023-06-29
26989,6519,2024-01-27,74,7,108.43,759.01,Cancelled,
26990,684,2024-07-30,169,8,1064.53,8516.24,Cancelled,
26991,7528,2025-08-26,71,8,106.59,852.72,Completed,2025-08-28
26992,1682,2025-11-27,177,9,1555.6,14000.4,Pending,
26993,8412,2023-05-25,77,2,384.05,768.1,Cancelled,
26994,1596,2025-10-25,181,4,593.59,2374.36,Completed,2025-10-27
26995,8866,2024-11-22,73,3,305.55,916.65,Completed,2024-11-23
26996,7513,2023-03-15,95,3,41.62,124.86,Completed,2023-03-18
26997,1957,2025-03-09,408,4,19.86,79.44,Cancelled,
26998,4046,2025-10-16,15,1,107.44,107.44,Completed,2025-10-21
26999,854,2025-05-03,306,2,238.95,477.9,Completed,2025-05-04
27000,463,2023-10-11,275,9,244.27,2198.43,Completed,2023-10-12
27001,3568,2023-02-20,79,5,140.49,702.45,Cancelled,
27002,2227,2025-11-12,249,5,1040.92,5204.6,Completed,2025-11-13
27003,7729,2024-11-16,40,10,55.36,553.6,Completed,2024-11-17
27004,7234,2023-01-27,355,3,213.02,639.06,Completed,2023-02-01
27005,2999,2025-12-12,367,3,130.2,390.6,Cancelled,
27006,2232,2023-01-19,200,10,49.36,493.6,Completed,2023-01-23
27007,8847,2023-01-14,121,7,1865.91,13061.37,Completed,2023-01-15
27008,4379,2025-02-17,442,5,199.86,999.3,Completed,2025-02-19
27009,6514,2025-12-20,284,9,77.12,694.08,Completed,2025-12-22
27010,6579,2023-05-04,367,3,130.2,390.6,Completed,2023-05-05
27011,6888,2023-07-02,5,2,389.88,779.76,Completed,2023-07-05
27012,9612,2023-06-27,322,3,44.53,133.59,Completed,2023-06-30
27013,7043,2024-10-25,23,9,87.41,786.69,Completed,2024-10-27
27014,604,2025-10-24,240,5,12.13,60.65,Completed,2025-10-25
27015,4005,2024-09-21,336,4,32.5,130.0,Cancelled,
27016,2217,2024-09-20,77,7,384.05,2688.35,Completed,2024-09-23
27017,2435,2023-06-06,40,5,55.36,276.8,Cancelled,
27018,2222,2023-04-20,26,10,81.13,811.3,Completed,2023-04-23
27019,8498,2023-08-18,168,1,67.05,67.05,Pending,
27020,8836,2025-02-26,353,4,1825.14,7300.56,Pending,
27021,2023,2024-12-11,43,4,271.93,1087.72,Cancelled,
27022,5512,2024-08-28,51,7,663.12,4641.84,Pending,
27023,4520,2024-09-17,421,2,36.06,72.12,Cancelled,
27024,7509,2023-10-27,55,5,40.69,203.45,Cancelled,
27025,8667,2024-11-29,281,9,74.31,668.79,Pending,
27026,4593,2025-01-03,150,9,113.19,1018.71,Completed,2025-01-06
27027,4178,2025-10-16,488,7,42.83,299.81,Completed,2025-10-17
27028,4730,2025-10-18,460,9,70.36,633.24,Cancelled,
27029,4955,2024-08-10,396,7,66.73,467.11,Pending,
27030,9738,2025-07-11,344,1,33.22,33.22,Cancelled,
27031,1273,2023-02-23,115,10,643.1,6431.0,Pending,
27032,1650,2024-11-29,352,1,14.71,14.71,Cancelled,
27033,3924,2025-07-25,5,8,389.88,3119.04,Pending,
27034,3974,2024-02-28,381,2,218.47,436.94,Completed,2024-03-04
27035,4882,2024-04-25,446,8,155.17,1241.36,Completed,2024-04-27
27036,9870,2025-04-19,395,2,79.75,159.5,Completed,2025-04-20
27037,5841,2024-01-25,126,2,33.42,66.84,Pending,
27038,2606,2024-03-26,498,3,208.22,624.66,Completed,2024-03-31
27039,2645,2025-09-14,352,3,14.71,44.13,Completed,2025-09-18
27040,1110,2025-03-22,43,10,271.93,2719.3,Cancelled,
27041,184,2023-06-05,428,3,35.65,106.95,Pending,
27042,2964,2024-04-12,54,8,140.21,1121.68,Completed,2024-04-14
27043,7015,2023-06-28,274,10,79.2,792.0,Completed,2023-07-02
27044,8359,2023-06-21,486,2,23.58,47.16,Completed,2023-06-22
27045,6990,2025-03-06,378,4,136.37,545.48,Completed,2025-03-10
27046,9956,2024-07-17,235,10,134.49,1344.9,Completed,2024-07-18
27047,2484,2023-04-09,11,10,598.87,5988.7,Completed,2023-04-12
27048,6232,2023-03-06,450,8,101.95,815.6,Completed,2023-03-09
27049,7730,2024-06-20,310,4,154.53,618.12,Completed,2024-06-24
27050,9897,2023-03-08,271,2,8.57,17.14,Completed,2023-03-09
27051,2890,2025-05-15,263,7,123.47,864.29,Pending,
27052,1781,2025-07-07,347,10,358.76,3587.6,Completed,2025-07-12
27053,9773,2024-01-19,446,1,155.17,155.17,Completed,2024-01-23
27054,6292,2025-07-14,267,6,583.44,3500.64,Pending,
27055,7838,2023-07-17,185,6,402.8,2416.8,Completed,2023-07-22
27056,5926,2023-07-04,469,10,121.72,1217.2,Completed,2023-07-09
27057,1421,2025-07-24,494,3,90.21,270.63,Completed,2025-07-27
27058,1315,2024-05-05,57,10,668.41,6684.1,Cancelled,
27059,3187,2024-09-25,402,9,181.98,1637.82,Pending,
27060,6159,2023-03-03,43,4,271.93,1087.72,Pending,
27061,9575,2025-07-21,186,2,69.72,139.44,Cancelled,
27062,5364,2025-09-09,442,10,199.86,1998.6,Cancelled,
27063,5223,2025-08-27,51,7,663.12,4641.84,Pending,
27064,7564,2024-12-19,89,6,1845.89,11075.34,Pending,
27065,6870,2025-03-24,94,10,154.39,1543.9,Completed,2025-03-26
27066,8305,2025-10-23,453,3,317.07,951.21,Pending,
27067,3039,2025-09-19,2,4,178.88,715.52,Pending,
27068,2241,2025-07-30,2,10,178.88,1788.8,Pending,
27069,6758,2024-05-26,65,7,289.37,2025.59,Completed,2024-05-31
27070,1101,2024-03-13,483,1,731.01,731.01,Pending,
27071,7763,2023-08-27,102,7,96.45,675.15,Pending,
27072,9244,2025-11-12,71,9,106.59,959.31,Completed,2025-11-15
27073,6544,2025-07-14,272,9,45.92,413.28,Cancelled,
27074,7407,2023-07-12,84,1,36.94,36.94,Pending,
27075,5355,2023-12-03,350,9,141.84,1276.56,Pending,
27076,3624,2024-07-06,105,6,503.5,3021.0,Pending,
27077,2208,2024-08-29,96,4,34.14,136.56,Completed,2024-08-31
27078,5367,2023-08-04,402,6,181.98,1091.88,Completed,2023-08-05
27079,9041,2023-03-04,428,4,35.65,142.6,Completed,2023-03-08
27080,8224,2025-08-30,184,1,35.36,35.36,Completed,2025-09-03
27081,3711,2023-06-12,68,10,77.89,778.9,Completed,2023-06-15
27082,1627,2025-04-12,224,1,33.56,33.56,Pending,
27083,9898,2025-11-01,104,8,14.78,118.24,Cancelled,
27084,14,2025-08-23,174,5,150.27,751.35,Completed,2025-08-26
27085,1833,2025-04-14,257,3,265.72,797.16,Completed,2025-04-17
27086,5465,2023-01-31,191,4,56.06,224.24,Completed,2023-02-01
27087,8382,2025-07-22,112,9,65.25,587.25,Completed,2025-07-27
27088,932,2023-02-09,203,10,695.04,6950.4,Cancelled,
27089,2458,2025-07-10,230,5,172.98,864.9,Completed,2025-07-15
27090,9622,2023-07-24,384,8,67.51,540.08,Completed,2023-07-27
27091,686,2024-03-10,184,10,35.36,353.6,Pending,
27092,2038,2025-10-28,284,3,77.12,231.36,Completed,2025-10-29
27093,341,2025-03-30,58,8,136.04,1088.32,Completed,2025-04-02
27094,7363,2025-10-08,395,3,79.75,239.25,Pending,
27095,3295,2024-01-26,203,3,695.04,2085.12,Completed,2024-01-31
27096,7111,2025-09-20,286,9,88.81,799.29,Cancelled,
27097,170,2025-05-27,216,4,65.07,260.28,Completed,2025-05-28
27098,1663,2023-03-16,28,10,35.48,354.8,Completed,2023-03-18
27099,1149,2023-06-28,449,2,1965.18,3930.36,Completed,2023-07-01
27100,255,2024-12-26,433,5,234.54,1172.7,Pending,
27101,109,2025-01-12,416,6,23.54,141.24,Cancelled,
27102,2303,2025-02-14,106,3,91.96,275.88,Completed,2025-02-16
27103,8595,2025-09-27,256,5,5.65,28.25,Pending,
27104,5410,2023-07-23,132,7,56.46,395.22,Cancelled,
27105,7581,2025-12-14,15,4,107.44,429.76,Pending,
27106,1264,2023-05-15,207,1,25.59,25.59,Completed,2023-05-16
27107,8993,2025-08-24,494,4,90.21,360.84,Completed,2025-08-27
27108,9401,2025-01-20,408,7,19.86,139.02,Pending,
27109,5967,2023-07-04,113,1,235.43,235.43,Completed,2023-07-07
27110,7828,2024-02-05,145,1,1411.33,1411.33,Pending,
27111,4126,2025-05-06,110,6,99.63,597.78,Completed,2025-05-08
27112,2243,2023-05-12,17,10,1380.86,13808.6,Pending,
27113,8766,2024-05-25,132,2,56.46,112.92,Cancelled,
27114,1131,2025-02-28,412,1,55.96,55.96,Pending,
27115,3875,2023-03-17,119,4,74.17,296.68,Completed,2023-03-19
27116,676,2023-03-27,270,5,37.75,188.75,Completed,2023-03-31
27117,3054,2023-09-09,196,3,52.31,156.93,Completed,2023-09-13
27118,8197,2025-12-30,85,6,277.8,1666.8,Pending,
27119,7436,2024-08-12,461,2,264.34,528.68,Completed,2024-08-14
27120,8822,2024-03-31,423,9,32.19,289.71,Cancelled,
27121,8162,2023-08-15,453,4,317.07,1268.28,Cancelled,
27122,5261,2025-10-26,442,2,199.86,399.72,Completed,2025-10-30
27123,9661,2024-11-12,455,8,95.86,766.88,Completed,2024-11-14
27124,5647,2025-05-25,240,7,12.13,84.91,Pending,
27125,6492,2023-11-29,40,5,55.36,276.8,Completed,2023-12-01
27126,4223,2024-12-31,425,2,825.17,1650.34,Completed,2025-01-01
27127,2986,2025-07-05,268,6,28.79,172.74,Completed,2025-07-09
27128,7986,2025-12-03,189,3,393.0,1179.0,Completed,2025-12-04
27129,9188,2024-04-26,235,7,134.49,941.43,Pending,
27130,8737,2024-07-23,445,7,326.53,2285.71,Completed,2024-07-25
27131,7386,2023-02-21,495,7,92.2,645.4,Completed,2023-02-26
27132,3141,2023-01-05,159,1,47.49,47.49,Completed,2023-01-06
27133,8232,2025-02-06,237,5,268.65,1343.25,Completed,2025-02-10
27134,9006,2023-06-13,478,3,113.3,339.9,Cancelled,
27135,4584,2025-11-11,377,1,1322.74,1322.74,Pending,
27136,2418,2024-05-10,373,2,91.42,182.84,Completed,2024-05-13
27137,6581,2025-11-26,158,6,89.56,537.36,Pending,
27138,2205,2025-10-03,396,2,66.73,133.46,Pending,
27139,9753,2023-05-30,269,1,84.36,84.36,Completed,2023-06-02
27140,8514,2024-11-06,484,10,20.14,201.4,Pending,
27141,6578,2025-11-17,139,3,34.85,104.55,Pending,
27142,5204,2024-02-26,360,8,39.29,314.32,Completed,2024-02-29
27143,1768,2025-08-18,246,5,128.09,640.45,Completed,2025-08-22
27144,524,2025-07-09,92,2,49.34,98.68,Pending,
27145,163,2025-04-14,487,1,142.29,142.29,Cancelled,
27146,1020,2025-05-21,442,10,199.86,1998.6,Pending,
27147,4236,2025-08-18,36,9,58.77,528.93,Cancelled,
27148,2882,2024-11-05,288,6,56.18,337.08,Pending,
27149,3494,2025-09-23,354,8,179.83,1438.64,Pending,
27150,1784,2023-05-07,442,8,199.86,1598.88,Completed,2023-05-11
27151,7206,2023-02-14,21,10,404.36,4043.6,Completed,2023-02-17
27152,9964,2023-05-20,131,6,514.01,3084.06,Completed,2023-05-22
27153,12,2024-10-04,347,3,358.76,1076.28,Completed,2024-10-07
27154,7174,2025-03-06,89,10,1845.89,18458.9,Pending,
27155,8927,2025-07-30,88,8,62.73,501.84,Completed,2025-07-31
27156,4387,2023-07-14,9,4,1567.85,6271.4,Pending,
27157,5709,2023-04-27,453,8,317.07,2536.56,Pending,
27158,8070,2024-11-22,280,1,73.84,73.84,Pending,
27159,6369,2025-06-13,261,8,160.02,1280.16,Completed,2025-06-18
27160,2941,2023-03-27,42,8,112.71,901.68,Completed,2023-03-30
27161,3143,2023-12-01,217,3,1370.71,4112.13,Cancelled,
27162,291,2025-04-02,307,8,251.92,2015.36,Cancelled,
27163,8017,2025-11-20,461,6,264.34,1586.04,Completed,2025-11-22
27164,3651,2024-08-17,215,1,14.95,14.95,Pending,
27165,8738,2023-12-02,53,3,175.93,527.79,Completed,2023-12-06
27166,3581,2024-09-21,480,2,41.1,82.2,Cancelled,
27167,5165,2025-09-15,22,2,139.58,279.16,Cancelled,
27168,1402,2024-11-13,89,9,1845.89,16613.01,Completed,2024-11-15
27169,705,2024-05-16,467,4,459.15,1836.6,Completed,2024-05-20
27170,6305,2024-09-20,225,1,1995.28,1995.28,Completed,2024-09-21
27171,7250,2024-09-11,19,8,567.67,4541.36,Completed,2024-09-15
27172,3866,2023-07-14,484,4,20.14,80.56,Completed,2023-07-15
27173,6331,2023-12-31,53,4,175.93,703.72,Pending,
27174,2985,2024-09-15,419,8,108.11,864.88,Completed,2024-09-17
27175,6917,2024-09-16,441,7,1018.01,7126.07,Completed,2024-09-17
27176,6045,2023-05-02,138,7,167.78,1174.46,Completed,2023-05-04
27177,8488,2024-01-18,495,9,92.2,829.8,Completed,2024-01-21
27178,7227,2023-03-16,472,2,71.04,142.08,Completed,2023-03-19
27179,8793,2025-03-08,428,1,35.65,35.65,Completed,2025-03-13
27180,9907,2023-12-25,410,3,126.88,380.64,Completed,2023-12-29
27181,3615,2023-08-15,470,2,24.22,48.44,Completed,2023-08-18
27182,8851,2023-11-25,26,10,81.13,811.3,Completed,2023-11-30
27183,4540,2024-09-29,178,1,180.77,180.77,Completed,2024-10-03
27184,155,2024-05-19,56,6,30.96,185.76,Completed,2024-05-23
27185,9577,2023-11-13,102,8,96.45,771.6,Cancelled,
27186,1518,2025-08-03,396,7,66.73,467.11,Pending,
27187,1191,2023-03-07,39,9,33.1,297.9,Completed,2023-03-11
27188,5454,2023-08-14,438,6,166.91,1001.46,Pending,
27189,6950,2024-06-26,438,9,166.91,1502.19,Cancelled,
27190,4634,2023-08-21,451,2,638.26,1276.52,Completed,2023-08-26
27191,6130,2025-09-24,479,4,37.23,148.92,Pending,
27192,8730,2025-01-30,342,4,99.4,397.6,Completed,2025-02-04
27193,5720,2025-03-06,442,3,199.86,599.58,Cancelled,
27194,8146,2024-06-04,296,9,31.4,282.6,Pending,
27195,6003,2024-12-26,412,5,55.96,279.8,Completed,2024-12-27
27196,5289,2023-03-16,307,7,251.92,1763.44,Completed,2023-03-19
27197,5068,2023-02-09,246,2,128.09,256.18,Pending,
27198,9491,2025-12-26,186,3,69.72,209.16,Cancelled,
27199,3492,2023-12-24,143,6,41.87,251.22,Completed,2023-12-29
27200,3595,2025-10-04,490,5,68.73,343.65,Completed,2025-10-05
27201,7884,2024-05-12,73,8,305.55,2444.4,Completed,2024-05-15
27202,6521,2023-12-02,363,1,614.56,614.56,Pending,
27203,1424,2024-06-14,396,3,66.73,200.19,Cancelled,
27204,6961,2025-01-27,126,7,33.42,233.94,Pending,
27205,307,2025-10-23,242,7,240.55,1683.85,Completed,2025-10-28
27206,5086,2023-11-26,417,2,1782.31,3564.62,Completed,2023-11-28
27207,3212,2024-09-07,78,3,80.09,240.27,Completed,2024-09-11
27208,2158,2023-05-05,138,1,167.78,167.78,Cancelled,
27209,6243,2023-11-16,484,2,20.14,40.28,Pending,
27210,1550,2023-08-29,471,6,125.86,755.16,Cancelled,
27211,3597,2023-06-06,485,8,519.84,4158.72,Completed,2023-06-08
27212,1616,2024-01-03,328,7,62.28,435.96,Completed,2024-01-06
27213,1262,2023-07-22,399,9,131.95,1187.55,Completed,2023-07-23
27214,3880,2023-03-06,166,1,102.45,102.45,Completed,2023-03-11
27215,6238,2024-03-09,299,2,605.76,1211.52,Pending,
27216,6712,2023-12-26,241,3,1049.82,3149.46,Cancelled,
27217,9229,2024-03-20,254,6,87.25,523.5,Pending,
27218,3101,2025-03-11,215,10,14.95,149.5,Pending,
27219,3571,2024-09-29,189,3,393.0,1179.0,Completed,2024-09-30
27220,8606,2024-04-28,394,10,63.97,639.7,Cancelled,
27221,1818,2024-05-21,34,4,241.05,964.2,Completed,2024-05-23
27222,5960,2024-12-03,203,9,695.04,6255.36,Completed,2024-12-06
27223,7419,2024-01-28,483,1,731.01,731.01,Completed,2024-01-30
27224,4541,2024-07-07,391,10,64.02,640.2,Completed,2024-07-10
27225,8562,2025-02-22,63,9,61.06,549.54,Completed,2025-02-27
27226,3215,2025-11-16,262,3,111.79,335.37,Completed,2025-11-18
27227,1077,2025-02-14,77,5,384.05,1920.25,Completed,2025-02-19
27228,1134,2023-02-06,467,5,459.15,2295.75,Completed,2023-02-07
27229,5323,2025-04-14,25,9,1714.13,15427.17,Cancelled,
27230,5501,2024-04-10,329,10,348.1,3481.0,Completed,2024-04-14
27231,5226,2024-04-18,257,5,265.72,1328.6,Pending,
27232,3782,2025-07-06,201,5,981.13,4905.65,Completed,2025-07-10
27233,4681,2025-02-10,32,9,31.67,285.03,Completed,2025-02-13
27234,9629,2024-08-24,232,4,27.77,111.08,Pending,
27235,4739,2024-11-11,130,5,238.53,1192.65,Completed,2024-11-12
27236,7425,2023-12-29,342,8,99.4,795.2,Completed,2023-12-31
27237,8555,2023-03-07,480,5,41.1,205.5,Completed,2023-03-11
27238,1353,2025-05-02,406,7,97.77,684.39,Completed,2025-05-03
27239,2481,2023-12-18,495,3,92.2,276.6,Pending,
27240,5561,2024-04-06,151,3,14.01,42.03,Cancelled,
27241,7498,2023-08-01,410,10,126.88,1268.8,Pending,
27242,8739,2023-05-27,95,6,41.62,249.72,Pending,
27243,7248,2023-06-24,424,5,39.56,197.8,Completed,2023-06-25
27244,9393,2023-10-29,133,4,496.99,1987.96,Completed,2023-10-30
27245,9937,2024-02-22,405,8,341.12,2728.96,Cancelled,
27246,9316,2025-09-11,206,3,134.21,402.63,Pending,
27247,6166,2023-10-03,188,1,23.28,23.28,Cancelled,
27248,8172,2024-09-15,52,9,46.55,418.95,Completed,2024-09-19
27249,9547,2025-03-09,63,8,61.06,488.48,Completed,2025-03-13
27250,2772,2024-01-15,496,6,8.56,51.36,Completed,2024-01-19
27251,5577,2023-06-06,393,4,956.12,3824.48,Completed,2023-06-07
27252,6322,2025-02-28,170,8,211.78,1694.24,Completed,2025-03-03
27253,3672,2023-07-07,254,6,87.25,523.5,Completed,2023-07-08
27254,7100,2023-01-13,494,5,90.21,451.05,Completed,2023-01-14
27255,7133,2025-06-28,402,1,181.98,181.98,Pending,
27256,8341,2024-02-26,378,3,136.37,409.11,Completed,2024-02-27
27257,2273,2025-01-16,411,2,181.56,363.12,Completed,2025-01-17
27258,8863,2025-07-12,68,9,77.89,701.01,Completed,2025-07-15
27259,9620,2024-06-25,296,8,31.4,251.2,Pending,
27260,5313,2024-11-04,106,9,91.96,827.64,Cancelled,
27261,4411,2023-04-20,238,6,124.03,744.18,Completed,2023-04-25
27262,3234,2023-07-06,235,2,134.49,268.98,Completed,2023-07-09
27263,7497,2025-10-24,47,10,119.15,1191.5,Pending,
27264,5263,2025-10-10,354,2,179.83,359.66,Completed,2025-10-15
27265,6352,2023-01-23,198,5,85.09,425.45,Completed,2023-01-26
27266,9221,2024-10-21,307,6,251.92,1511.52,Pending,
