product_id,product_name,category,price,cost,stock_quantity,reorder_level
413,Trail Running Shoes 413,Sports,132.12,61.98,2607,43
414,Gentle Foaming Cleanser 414,Beauty,31.17,20.08,901,71
415,Strategy Board Game 415,Toys,59.23,19.08,2626,78
416,Gourmet Pasta Sauce 416,Food & Beverage,23.54,12.81,2093,49
417,Portable Power Bank 417,Electronics,1782.31,1197.47,3497,29
418,Running Shorts 418,Clothing,40.24,13.93,2299,128
419,Bamboo Cutting Board 419,Home & Garden,108.11,69.29,4814,154
420,Children's Picture Book 420,Books,66.49,33.94,716,200
421,Resistance Band Set 421,Sports,36.06,16.61,311,71
422,Hair Repair Oil 422,Beauty,171.17,90.85,4579,163
423,STEM Robot Kit 423,Toys,32.19,22.26,1630,105
424,Mixed Nuts Variety Pack 424,Food & Beverage,39.56,27.23,4783,82
425,Smart Home Speaker 425,Electronics,825.17,440.56,2351,34
426,Linen Button-Down Shirt 426,Clothing,90.46,34.13,4910,29
427,Outdoor String Lights 427,Home & Garden,694.52,372.08,2887,78
428,Personal Finance Handbook 428,Books,35.65,16.85,4004,130
429,Soccer Training Ball 429,Sports,556.79,374.78,3653,84
430,Makeup Brush Kit 430,Beauty,64.63,31.05,4847,118
431,Puzzle 1000 Pieces 431,Toys,73.58,41.46,1752,115
432,Herbal Tea Sampler 432,Food & Beverage,27.45,12.03,352,82
433,Wireless Mouse and Keyboard Kit 433,Electronics,234.54,85.94,2503,148
434,Knit Beanie 434,Clothing,106.44,41.07,3903,117
435,Cotton Throw Blanket 435,Home & Garden,607.37,244.75,2631,167
436,Science Fiction Omnibus 436,Books,74.56,40.18,523,137
437,Cycling Gloves 437,Sports,41.02,27.82,4236,84
438,Aloe After-Sun Gel 438,Beauty,166.91,88.73,4895,10
439,Bubble Machine 439,Toys,13.47,7.71,4568,117
440,Extra Virgin Olive Oil 440,Food & Beverage,6.86,4.1,755,172
441,LED Monitor Stand 441,Electronics,1018.01,495.06,2261,11
442,Casual Canvas Sneakers 442,Clothing,199.86,86.4,4403,177
443,Cast Iron Skillet 443,Home & Garden,305.97,160.95,291,61
444,World Atlas 444,Books,17.04,10.39,748,104
445,Tennis Racket 445,Sports,326.53,224.05,383,194
446,Nourishing Night Cream 446,Beauty,155.17,58.2,4656,123
447,Play Kitchen Accessories 447,Toys,132.7,59.69,586,29
448,Honey and Granola Bundle 448,Food & Beverage,61.77,30.43,1222,117
449,Wireless Bluetooth Headphones 449,Electronics,1965.18,1066.87,4551,91
450,Classic Cotton T-Shirt 450,Clothing,101.95,47.62,643,32
451,Ceramic Table Lamp 451,Home & Garden,638.26,405.35,344,64
452,Hardcover Mystery Novel 452,Books,27.78,18.05,330,14
453,Yoga Mat with Carry Strap 453,Sports,317.07,153.93,2168,141
454,Vitamin C Face Serum 454,Beauty,36.1,20.48,568,81
455,Wooden Building Block Set 455,Toys,95.86,30.3,2906,98
456,Organic Coffee Beans 456,Food & Beverage,41.56,16.03,2237,36
457,4K Streaming Media Player 457,Electronics,417.52,182.73,928,28
458,Slim Fit Denim Jeans 458,Clothing,237.62,109.78,1123,164
459,Stainless Steel Cookware Set 459,Home & Garden,779.84,259.14,2913,134
460,Beginner Python Workbook 460,Books,70.36,38.96,1799,91
461,Adjustable Dumbbell Pair 461,Sports,264.34,83.1,1022,112
462,Mineral Sunscreen SPF 50 462,Beauty,178.89,122.27,3304,17
463,Remote Control Race Car 463,Toys,108.22,45.53,2610,182
464,Dark Chocolate Gift Box 464,Food & Beverage,8.16,5.5,3809,169
465,USB-C Laptop Charger 465,Electronics,279.12,90.42,23,169
466,Waterproof Hiking Jacket 466,Clothing,51.6,26.52,346,184
467,Indoor Herb Garden Kit 467,Home & Garden,459.15,210.7,3964,94
468,Travel Photography Guide 468,Books,9.73,6.69,1444,69
469,Insulated Water Bottle 469,Sports,121.72,50.44,989,194
470,Hydrating Lip Balm Set 470,Beauty,24.22,15.67,637,145
471,Plush Stuffed Animal 471,Toys,125.86,86.89,3096,170
472,Sparkling Mineral Water Pack 472,Food & Beverage,71.04,24.92,4615,161
473,Noise-Cancelling Earbuds 473,Electronics,1114.06,576.41,4827,181
474,Merino Wool Sweater 474,Clothing,243.37,141.63,3821,102
475,Memory Foam Pillow 475,Home & Garden,371.65,168.93,1399,79
476,Paperback Historical Fiction 476,Books,34.36,11.54,3619,24
477,Trail Running Shoes 477,Sports,470.12,224.92,968,187
478,Gentle Foaming Cleanser 478,Beauty,113.3,35.58,1576,40
479,Strategy Board Game 479,Toys,37.23,25.7,4092,51
480,Gourmet Pasta Sauce 480,Food & Beverage,41.1,27.72,4356,196
481,Portable Power Bank 481,Electronics,510.9,163.31,1777,39
482,Running Shorts 482,Clothing,29.88,11.3,743,118
483,Bamboo Cutting Board 483,Home & Garden,731.01,376.39,3301,129
484,Children's Picture Book 484,Books,20.14,12.49,4315,127
485,Resistance Band Set 485,Sports,519.84,353.25,638,76
486,Hair Repair Oil 486,Beauty,23.58,9.2,2036,93
487,STEM Robot Kit 487,Toys,142.29,64.22,1628,157
488,Mixed Nuts Variety Pack 488,Food & Beverage,42.83,15.98,3082,71
489,Smart Home Speaker 489,Electronics,1323.72,753.38,810,93
490,Linen Button-Down Shirt 490,Clothing,68.73,40.47,4514,42
491,Outdoor String Lights 491,Home & Garden,750.1,281.41,4111,30
492,Personal Finance Handbook 492,Books,42.32,21.49,157,107
493,Soccer Training Ball 493,Sports,267.63,186.79,495,102
494,Makeup Brush Kit 494,Beauty,90.21,42.28,4867,22
495,Puzzle 1000 Pieces 495,Toys,92.2,36.07,3599,131
496,Herbal Tea Sampler 496,Food & Beverage,8.56,5.93,86,99
497,Wireless Mouse and Keyboard Kit 497,Electronics,1798.67,881.75,3586,21
498,Knit Beanie 498,Clothing,208.22,116.45,3738,159
499,Cotton Throw Blanket 499,Home & Garden,349.4,193.98,965,173
500,Science Fiction Omnibus 500,Books,52.33,22.98,2175,136
